STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,percentage_demographic_in_boston_census_group_id,percentage_demographic_in_boston_census_group_%white,percentage_demographic_in_boston_census_group_%black,percentage_demographic_in_boston_census_group_Estimate!!Total,percentage_demographic_in_boston_census_group_Estimate!!Total!!White alone,percentage_demographic_in_boston_census_group_Estimate!!Total!!Black or African American alone,stopped_in_census,stopped_black_in_census,stopped_white_in_census,crime_in_census
"25","027","710200","6",1500000US250277102006,"250277102006","6",BG,"3565574","29278",,,,,,,0,0,0,0
"25","027","737100","1",1500000US250277371001,"250277371001","1",BG,"1563555","288322",,,,,,,0,0,0,0
"25","009","264100","2",1500000US250092641002,"250092641002","2",BG,"4647914","720540",,,,,,,0,0,0,0
"25","021","402101","2",1500000US250214021012,"250214021012","2",BG,"442251","18335",,,,,,,0,0,0,0
"25","009","212100","4",1500000US250092121004,"250092121004","4",BG,"8320804","282585",,,,,,,0,0,0,0
"25","009","210100","2",1500000US250092101002,"250092101002","2",BG,"1842146","1686",,,,,,,0,0,0,0
"25","017","357100","1",1500000US250173571001,"250173571001","1",BG,"581381","0",,,,,,,0,0,0,0
"25","005","631800","3",1500000US250056318003,"250056318003","3",BG,"2732194","137666",,,,,,,0,0,0,0
"25","021","414100","4",1500000US250214141004,"250214141004","4",BG,"15095877","57406",,,,,,,0,0,0,0
"25","017","353700","2",1500000US250173537002,"250173537002","2",BG,"147435","0",,,,,,,0,0,0,0
"25","021","416400","6",1500000US250214164006,"250214164006","6",BG,"511564","0",,,,,,,0,0,0,0
"25","015","821901","2",1500000US250158219012,"250158219012","2",BG,"281030","0",,,,,,,0,0,0,0
"25","025","180200","1",1500000US250251802001,"250251802001","1",BG,"372895","85115",1500000US250251802001,0.831970260223048,0.0104089219330855,"1345","1119","14",0,0,0,0
"25","027","732901","5",1500000US250277329015,"250277329015","5",BG,"263451","0",,,,,,,0,0,0,0
"25","023","530400","2",1500000US250235304002,"250235304002","2",BG,"1398827","0",,,,,,,0,0,0,0
"25","013","811302","4",1500000US250138113024,"250138113024","4",BG,"1302695","4587",,,,,,,0,0,0,0
"25","021","456101","2",1500000US250214561012,"250214561012","2",BG,"4198266","34175",,,,,,,0,0,0,0
"25","017","338100","2",1500000US250173381002,"250173381002","2",BG,"651909","6347",,,,,,,0,0,0,0
"25","021","413401","1",1500000US250214134011,"250214134011","1",BG,"628066","0",,,,,,,0,0,0,0
"25","021","402400","1",1500000US250214024001,"250214024001","1",BG,"752516","8951",,,,,,,0,0,0,0
"25","027","731500","2",1500000US250277315002,"250277315002","2",BG,"71532","0",,,,,,,0,0,0,0
"25","017","356702","6",1500000US250173567026,"250173567026","6",BG,"293687","0",,,,,,,0,0,0,0
"25","021","418003","1",1500000US250214180031,"250214180031","1",BG,"1705594","2934",,,,,,,0,0,0,0
"25","027","726200","2",1500000US250277262002,"250277262002","2",BG,"2216779","0",,,,,,,0,0,0,0
"25","021","411100","3",1500000US250214111003,"250214111003","3",BG,"2488460","190966",,,,,,,0,0,0,0
"25","025","160300","2",1500000US250251603002,"250251603002","2",BG,"185187","135442",1500000US250251603002,0.525210084033613,0.128851540616246,"714","375","92",0,0,0,0
"25","017","356702","2",1500000US250173567022,"250173567022","2",BG,"495277","8755",,,,,,,0,0,0,0
"25","025","030500","1",1500000US250250305001,"250250305001","1",BG,"139574","292691",1500000US250250305001,0.95024077046549,0.0417335473515249,"623","592","26",0,0,0,86
"25","017","356100","2",1500000US250173561002,"250173561002","2",BG,"262735","4306",,,,,,,0,0,0,0
"25","009","205300","3",1500000US250092053003,"250092053003","3",BG,"327709","96258",,,,,,,0,0,0,0
"25","025","020101","3",1500000US250250201013,"250250201013","3",BG,"71202","0",1500000US250250201013,0.961048158640227,0,"1412","1357","0",0,0,0,79
"25","023","511701","3",1500000US250235117013,"250235117013","3",BG,"819848","0",,,,,,,0,0,0,0
"25","017","334300","4",1500000US250173343004,"250173343004","4",BG,"4282641","24306",,,,,,,0,0,0,0
"25","009","250800","3",1500000US250092508003,"250092508003","3",BG,"996122","182573",,,,,,,0,0,0,0
"25","027","730500","3",1500000US250277305003,"250277305003","3",BG,"1226172","310813",,,,,,,0,0,0,0
"25","017","332300","5",1500000US250173323005,"250173323005","5",BG,"2192136","3602",,,,,,,0,0,0,0
"25","027","711000","3",1500000US250277110003,"250277110003","3",BG,"161841","0",,,,,,,0,0,0,0
"25","009","253100","1",1500000US250092531001,"250092531001","1",BG,"430253","11922",,,,,,,0,0,0,0
"25","025","091001","1",1500000US250250910011,"250250910011","1",BG,"96905","0",1500000US250250910011,0.153522607781283,0.191377497371188,"951","146","182",0,0,0,224
"25","017","316101","1",1500000US250173161011,"250173161011","1",BG,"1410553","1176",,,,,,,0,0,0,0
"25","005","613400","2",1500000US250056134002,"250056134002","2",BG,"1851837","47235",,,,,,,0,0,0,0
"25","003","922200","3",1500000US250039222003,"250039222003","3",BG,"1357800","19027",,,,,,,0,0,0,0
"25","017","350300","3",1500000US250173503003,"250173503003","3",BG,"150337","0",,,,,,,0,0,0,0
"25","027","703300","2",1500000US250277033002,"250277033002","2",BG,"30648334","1396631",,,,,,,0,0,0,0
"25","027","725100","1",1500000US250277251001,"250277251001","1",BG,"19475732","1340330",,,,,,,0,0,0,0
"25","017","316400","4",1500000US250173164004,"250173164004","4",BG,"1797464","105982",,,,,,,0,0,0,0
"25","005","654100","1",1500000US250056541001,"250056541001","1",BG,"6805022","6834",,,,,,,0,0,0,0
"25","021","416102","2",1500000US250214161022,"250214161022","2",BG,"1619867","557",,,,,,,0,0,0,0
"25","027","737100","4",1500000US250277371004,"250277371004","4",BG,"11248208","541338",,,,,,,0,0,0,0
"25","013","812202","1",1500000US250138122021,"250138122021","1",BG,"4292742","142782",,,,,,,0,0,0,0
"25","017","385100","2",1500000US250173851002,"250173851002","2",BG,"13143459","393880",,,,,,,0,0,0,0
"25","017","350300","2",1500000US250173503002,"250173503002","2",BG,"129891","0",,,,,,,0,0,0,0
"25","025","030300","4",1500000US250250303004,"250250303004","4",BG,"31399","0",1500000US250250303004,0.723591549295775,0,"568","411","0",0,0,0,84
"25","023","510501","2",1500000US250235105012,"250235105012","2",BG,"1057221","0",,,,,,,0,0,0,0
"25","017","351204","3",1500000US250173512043,"250173512043","3",BG,"136149","0",,,,,,,0,0,0,0
"25","025","990101","0",1500000US250259901010,"250259901010","0",BG,"0","134108386",1500000US250259901010,0.73134328358209,0.26865671641791,"67","49","18",0,0,0,0
"25","009","204101","1",1500000US250092041011,"250092041011","1",BG,"449493","489450",,,,,,,0,0,0,0
"25","023","530700","1",1500000US250235307001,"250235307001","1",BG,"7857718","48187336",,,,,,,0,0,0,0
"25","005","632100","5",1500000US250056321005,"250056321005","5",BG,"2795039","107081",,,,,,,0,0,0,0
"25","023","506101","1",1500000US250235061011,"250235061011","1",BG,"8003577","847086",,,,,,,0,0,0,0
"25","025","101102","4",1500000US250251011024,"250251011024","4",BG,"152532","0",1500000US250251011024,0.0654627539503386,0.812641083521445,"1329","87","1080",10,9,0,318
"25","011","040900","1",1500000US250110409001,"250110409001","1",BG,"35877112","1765544",,,,,,,0,0,0,0
"25","013","811301","1",1500000US250138113011,"250138113011","1",BG,"873592","3945",,,,,,,0,0,0,0
"25","015","821000","1",1500000US250158210001,"250158210001","1",BG,"998463","0",,,,,,,0,0,0,0
"25","005","613902","1",1500000US250056139021,"250056139021","1",BG,"3433472","91251",,,,,,,0,0,0,0
"25","027","709502","3",1500000US250277095023,"250277095023","3",BG,"1009099","0",,,,,,,0,0,0,0
"25","005","985600","1",1500000US250059856001,"250059856001","1",BG,"11941958","318336",,,,,,,0,0,0,0
"25","021","443101","4",1500000US250214431014,"250214431014","4",BG,"10804149","353701",,,,,,,0,0,0,0
"25","009","213100","1",1500000US250092131001,"250092131001","1",BG,"10695792","219595",,,,,,,0,0,0,0
"25","025","082000","1",1500000US250250820001,"250250820001","1",BG,"164290","0",1500000US250250820001,0.196405648267009,0.747111681643132,"1558","306","1164",0,0,0,319
"25","015","820900","4",1500000US250158209004,"250158209004","4",BG,"13999442","28209",,,,,,,0,0,0,0
"25","013","801300","4",1500000US250138013004,"250138013004","4",BG,"534644","0",,,,,,,0,0,0,0
"25","027","728400","3",1500000US250277284003,"250277284003","3",BG,"29871196","585499",,,,,,,0,0,0,0
"25","027","708100","2",1500000US250277081002,"250277081002","2",BG,"15820394","1708890",,,,,,,0,0,0,0
"25","023","530901","1",1500000US250235309011,"250235309011","1",BG,"14865382","629258",,,,,,,0,0,0,0
"25","009","204702","1",1500000US250092047021,"250092047021","1",BG,"269449","132",,,,,,,0,0,0,0
"25","017","373100","4",1500000US250173731004,"250173731004","4",BG,"391872","0",,,,,,,0,0,0,0
"25","003","926100","2",1500000US250039261002,"250039261002","2",BG,"8569112","448016",,,,,,,0,0,0,0
"25","011","040400","1",1500000US250110404001,"250110404001","1",BG,"105098816","1042881",,,,,,,0,0,0,0
"25","003","933300","2",1500000US250039333002,"250039333002","2",BG,"67045614","2348523",,,,,,,0,0,0,0
"25","009","221902","2",1500000US250092219022,"250092219022","2",BG,"18991982","4130661",,,,,,,0,0,0,0
"25","017","328100","1",1500000US250173281001,"250173281001","1",BG,"25606865","496184",,,,,,,0,0,0,0
"25","001","014600","4",1500000US250010146004,"250010146004","4",BG,"3289074","757030",,,,,,,0,0,0,0
"25","009","222100","2",1500000US250092221002,"250092221002","2",BG,"5328005","452056",,,,,,,0,0,0,0
"25","027","754100","3",1500000US250277541003,"250277541003","3",BG,"3013211","4168871",,,,,,,0,0,0,0
"25","027","713100","4",1500000US250277131004,"250277131004","4",BG,"47879596","1090073",,,,,,,0,0,0,0
"25","021","443101","2",1500000US250214431012,"250214431012","2",BG,"4303778","9052",,,,,,,0,0,0,0
"25","025","110103","4",1500000US250251101034,"250251101034","4",BG,"90524","0",1500000US250251101034,0.424623115577889,0.0741206030150754,"796","338","59",0,0,0,71
"25","027","738201","2",1500000US250277382012,"250277382012","2",BG,"6795782","212010",,,,,,,0,0,0,0
"25","009","269100","3",1500000US250092691003,"250092691003","3",BG,"9408228","574500",,,,,,,0,0,0,0
"25","005","631700","3",1500000US250056317003,"250056317003","3",BG,"6127614","172177",,,,,,,0,0,0,0
"25","017","341101","2",1500000US250173411012,"250173411012","2",BG,"151776","0",,,,,,,0,0,0,0
"25","015","820801","4",1500000US250158208014,"250158208014","4",BG,"2251101","5341",,,,,,,0,0,0,0
"25","017","387202","1",1500000US250173872021,"250173872021","1",BG,"3168323","5691",,,,,,,0,0,0,0
"25","017","322400","1",1500000US250173224001,"250173224001","1",BG,"1340904","21965",,,,,,,0,0,0,0
"25","027","739400","4",1500000US250277394004,"250277394004","4",BG,"1957016","6687",,,,,,,0,0,0,0
"25","011","041502","4",1500000US250110415024,"250110415024","4",BG,"1835293","104372",,,,,,,0,0,0,0
"25","017","374800","2",1500000US250173748002,"250173748002","2",BG,"1646652","28851",,,,,,,0,0,0,0
"25","027","732801","1",1500000US250277328011,"250277328011","1",BG,"2184643","122789",,,,,,,0,0,0,0
"25","013","811400","1",1500000US250138114001,"250138114001","1",BG,"789294","204897",,,,,,,0,0,0,0
"25","017","369000","1",1500000US250173690001,"250173690001","1",BG,"2865287","17552",,,,,,,0,0,0,0
"25","027","730801","2",1500000US250277308012,"250277308012","2",BG,"1331526","0",,,,,,,0,0,0,0
"25","023","510200","3",1500000US250235102003,"250235102003","3",BG,"724551","6015",,,,,,,0,0,0,0
"25","013","812902","1",1500000US250138129021,"250138129021","1",BG,"1624269","471047",,,,,,,0,0,0,0
"25","001","010600","1",1500000US250010106001,"250010106001","1",BG,"7283684","12698283",,,,,,,0,0,0,0
"25","017","310601","3",1500000US250173106013,"250173106013","3",BG,"527256","27873",,,,,,,0,0,0,0
"25","009","204701","3",1500000US250092047013,"250092047013","3",BG,"4427094","34500",,,,,,,0,0,0,0
"25","009","252501","1",1500000US250092525011,"250092525011","1",BG,"568799","0",,,,,,,0,0,0,0
"25","025","030400","2",1500000US250250304002,"250250304002","2",BG,"44484","0",1500000US250250304002,0.953467153284672,0.00912408759124088,"1096","1045","10",0,0,0,174
"25","001","014500","3",1500000US250010145003,"250010145003","3",BG,"1688420","325529",,,,,,,0,0,0,0
"25","023","530801","2",1500000US250235308012,"250235308012","2",BG,"8000931","656077",,,,,,,0,0,0,0
"25","017","317202","2",1500000US250173172022,"250173172022","2",BG,"3162421","24931",,,,,,,0,0,0,0
"25","017","374300","1",1500000US250173743001,"250173743001","1",BG,"686233","0",,,,,,,0,0,0,0
"25","013","801700","5",1500000US250138017005,"250138017005","5",BG,"225652","0",,,,,,,0,0,0,0
"25","023","507103","1",1500000US250235071031,"250235071031","1",BG,"2729964","0",,,,,,,0,0,0,0
"25","009","253203","1",1500000US250092532031,"250092532031","1",BG,"3308385","44947",,,,,,,0,0,0,0
